category_key,classification_code,classification_description,award_item_count,buyer_count,supplier_count,total_category_amount_pen,attributable_amount_pen,attributable_amount_coverage_pct,top1_share_pct,top3_share_pct,top5_share_pct,top10_share_pct,hhi,effective_supplier_count,is_analysis_eligible,average_ticket,component_market_size,component_frequency,component_buyer_breadth,component_average_ticket,component_market_openness,score_baseline,rank_baseline,score_demand_heavy,rank_demand_heavy,score_accessibility_heavy,rank_accessibility_heavy,score_balanced_equal,rank_balanced_equal,opportunity_band,scenario_score_range,maximum_absolute_rank_shift
3666,91111603,Servicios de cocina o preparación de comidas,37,19,31,26731001.94000000000000,26731001.94000000000000,100.000000,22.284102,54.498549,67.953206,81.945459,1217.446994,8.213910,True,722459.511891892,86.04651162790698,80.81395348837209,75.5813953488372,72.09302325581395,75.5813953488372,79.24418604651163,11,80.7267441860465,12,78.11046511627907,14,78.02325581395348,11,HIGHER_RELATIVE,2.7034883720930196,3
3335,72141505,Servicios de movimientos de tierras,37,12,35,23999987.12000000000000,23999987.12000000000000,100.000000,12.182445,27.217374,38.243731,59.503689,513.758117,19.464413,True,648648.3005405406,83.72093023255815,80.81395348837209,63.372093023255815,69.76744186046511,88.37209302325581,77.67441860465117,12,79.01162790697674,16,78.19767441860465,13,77.2093023255814,12,HIGHER_RELATIVE,1.802325581395337,4
3303,72121203,Servicios de construcción de silos y de edificaciones para servicio agrícola,24,21,24,31546622.06000000000000,31546622.06000000000000,100.000000,40.747065,61.505742,70.693211,84.826555,2006.164409,4.984636,True,1314442.5858333332,87.20930232558139,73.25581395348837,78.48837209302326,83.72093023255815,56.97674418604651,77.61627906976744,13,79.0406976744186,15,73.51744186046511,17,75.93023255813954,14,HIGHER_RELATIVE,5.523255813953483,4
2601,30111601,Cemento,114,89,55,15884015.71000000000000,15884015.71000000000000,100.000000,29.171376,38.755526,44.737144,58.112494,1004.967460,9.950571,True,139333.47114035088,75.5813953488372,98.83720930232558,98.83720930232558,20.930232558139537,79.06976744186046,77.20930232558139,14,79.76744186046511,14,80.46511627906976,11,74.65116279069767,16,HIGHER_RELATIVE,5.813953488372093,5
3296,72121101,Servicios de construcción de nuevos edificios comerciales y de oficinas,38,34,36,53670670.02000000000000,53670670.02000000000000,100.000000,63.297891,71.075631,75.708105,83.768556,4072.857507,2.455279,True,1412386.0531578949,91.86046511627907,83.13953488372093,86.04651162790698,86.04651162790698,17.441860465116278,76.9186046511628,15,80.78488372093024,11,66.19186046511629,22,72.90697674418605,18,HIGHER_RELATIVE,14.593023255813947,11
3323,72141106,Servicios de construcción de caminos de grava o tierra,23,21,23,19710362.97000000000000,19710362.97000000000000,100.000000,17.275849,40.668032,57.813389,83.252593,886.742386,11.277232,True,856972.3030434782,77.90697674418605,70.93023255813954,78.48837209302326,73.25581395348837,82.55813953488372,76.62790697674419,16,76.25000000000001,18,77.93604651162791,15,76.6279069767442,13,HIGHER_RELATIVE,1.686046511627893,5
3298,72121103,Servicios de renovación y reparación de edificios comerciales y de oficinas,30,22,29,131281228.91000000000000,131281228.91000000000000,100.000000,87.598204,96.288885,97.196512,98.476472,7739.908437,1.292005,True,4376040.963666666,97.67441860465117,75.5813953488372,80.23255813953489,97.67441860465117,1.1627906976744242,75.2906976744186,17,79.88372093023257,13,61.04651162790698,30,70.46511627906978,21,HIGHER_RELATIVE,18.83720930232559,17
3525,81101515,Ingeniería de infraestructura de plantas o instalaciones,56,49,56,9668694.40000000000000,9668694.40000000000000,100.000000,7.176567,16.509005,24.664972,40.201718,267.684801,37.357369,True,172655.25714285715,63.95348837209303,89.53488372093024,91.86046511627907,31.3953488372093,96.51162790697674,74.65116279069768,18,74.53488372093025,19,81.27906976744185,9,74.65116279069768,15,MEDIUM_RELATIVE,6.744186046511601,10
3305,72121403,Servicios de construcción de hospitales,36,19,32,39906391.97000000000000,39906391.97000000000000,100.000000,53.579462,73.307060,84.018171,92.709434,3145.662330,3.178981,True,1108510.8880555555,89.53488372093024,79.06976744186046,75.5813953488372,80.23255813953489,29.069767441860463,74.18604651162792,19,77.84883720930233,17,65.40697674418605,23,70.69767441860466,20,MEDIUM_RELATIVE,12.441860465116278,6
3366,72152605,Servicios de montaje y reparación de techos,31,29,29,14452679.30000000000000,14452679.30000000000000,100.000000,31.200107,46.057768,54.970277,72.206270,1247.208465,8.017906,True,466215.4612903226,72.09302325581395,76.74418604651163,82.55813953488372,63.95348837209303,72.09302325581396,73.89534883720931,20,74.01162790697673,20,74.59302325581396,16,73.48837209302326,17,MEDIUM_RELATIVE,1.1046511627907023,4
3667,92101501,Servicios de vigilancia,24,18,18,23610435.84000000000000,23610435.84000000000000,100.000000,47.205039,74.630787,83.542438,92.270253,2775.161717,3.603394,True,983768.16,82.55813953488372,73.25581395348837,73.25581395348837,77.90697674418605,38.372093023255815,71.51162790697674,21,73.95348837209302,21,65.11627906976744,24,69.06976744186046,22,MEDIUM_RELATIVE,8.837209302325576,3
3518,81101505,Ingeniería estructural,64,34,61,7981871.24000000000000,7981871.24000000000000,100.000000,5.458432,14.700298,20.785850,32.154011,215.941332,46.308874,True,124716.738125,61.627906976744185,92.44186046511628,86.04651162790698,16.27906976744186,98.83720930232558,71.45348837209302,22,72.18023255813954,23,78.98255813953487,12,71.04651162790698,19,MEDIUM_RELATIVE,7.936046511627893,11
3522,81101510,Ingeniería de carreteras,38,35,38,18611889.84000000000000,18611889.84000000000000,100.000000,57.480084,62.705674,67.336560,75.957842,3366.846003,2.970139,True,489786.5747368421,76.74418604651163,83.13953488372093,88.37209302325581,65.11627906976744,25.581395348837205,70.93023255813952,23,73.80813953488372,22,64.09883720930233,26,67.7906976744186,25,MEDIUM_RELATIVE,9.70930232558139,4
2605,30121601,Asfalto,24,12,11,14628747.94000000000000,14628747.94000000000000,100.000000,27.824219,65.238659,86.768286,99.490040,1809.306259,5.526980,True,609531.1641666667,73.25581395348837,73.25581395348837,63.372093023255815,68.6046511627907,60.46511627906977,68.66279069767442,24,70.02906976744187,25,66.48255813953489,21,67.79069767441861,24,MEDIUM_RELATIVE,3.5465116279069804,4
3391,72154013,Servicios de construcción de cercos,22,19,22,7440917.83000000000000,7440917.83000000000000,100.000000,14.186863,39.242452,60.858995,82.024250,876.625930,11.407374,True,338223.5377272727,60.46511627906977,69.76744186046511,75.5813953488372,53.48837209302326,83.72093023255815,67.79069767441861,25,66.68604651162791,26,71.91860465116278,18,68.6046511627907,23,MEDIUM_RELATIVE,5.2325581395348735,8
3606,83121703,Servicios relacionados con Internet,17,14,15,26139117.40000000000000,26139117.40000000000000,100.000000,82.707459,92.636580,94.618299,98.619962,6914.450660,1.446246,True,1537595.1411764706,84.88372093023256,66.86046511627907,68.02325581395348,89.53488372093024,2.3255813953488342,66.22093023255813,26,70.05813953488372,24,53.66279069767442,35,62.32558139534884,28,MEDIUM_RELATIVE,16.395348837209305,11
3338,72141701,Servicio de arrendamiento o alquiler de maquinaria de construcción,35,27,32,5760004.40000000000000,5760004.40000000000000,100.000000,19.818734,39.392502,49.589924,66.153433,754.177960,13.259470,True,164571.5542857143,58.13953488372093,77.90697674418605,81.3953488372093,25.58139534883721,84.88372093023256,65.87209302325581,27,65.98837209302326,27,71.68604651162791,19,65.58139534883722,27,MEDIUM_RELATIVE,6.104651162790688,8
3309,72121408,Servicios de construcción de estadios,10,10,10,13717717.17000000000000,13717717.17000000000000,100.000000,30.229208,62.406842,79.407905,99.999994,1745.920979,5.727636,True,1371771.717,69.76744186046511,52.906976744186046,59.30232558139535,84.88372093023256,62.7906976744186,65.52325581395348,28,64.79651162790698,28,64.04069767441861,27,65.93023255813954,26,MEDIUM_RELATIVE,1.889534883720927,2
3344,72151502,Servicios de instalación de sistemas de energía eléctrica,12,12,12,12326508.73000000000000,12326508.73000000000000,100.000000,44.406187,73.380946,88.512146,98.742276,2567.616625,3.894662,True,1027209.0608333334,67.44186046511628,56.395348837209305,63.372093023255815,79.06976744186046,45.348837209302324,62.84883720930233,29,63.02325581395349,29,59.30232558139535,31,62.32558139534884,28,MEDIUM_RELATIVE,3.720930232558139,3
3434,76111501,Servicios de limpieza de edificios,9,9,9,19991156.46000000000000,19991156.46000000000000,100.000000,70.607653,93.743542,97.690287,99.999997,5273.940529,1.896115,True,2221239.606666667,79.06976744186046,46.51162790697674,55.81395348837209,95.34883720930233,5.813953488372093,59.36046511627907,30,61.74418604651163,30,48.02325581395349,45,56.51162790697675,32,MEDIUM_RELATIVE,13.720930232558139,15
3451,78101802,Servicios de transporte regional o nacional en camión,17,14,15,11393951.90000000000000,11393951.90000000000000,100.000000,69.486696,84.629403,88.279075,96.049326,5007.542380,1.996988,True,670232.4647058824,66.27906976744185,66.86046511627907,68.02325581395348,70.93023255813954,9.302325581395351,58.895348837209305,31,61.45348837209302,31,50.17441860465116,40,56.27906976744186,34,MEDIUM_RELATIVE,11.279069767441861,9
3019,50131702,Leche o productos de mantequilla estables sin refrigerar,14,14,12,2828315.00000000000000,2828315.00000000000000,100.000000,14.302763,38.735295,61.865455,93.194172,1000.529726,9.994706,True,202022.5,48.83720930232558,61.627906976744185,68.02325581395348,36.04651162790697,80.23255813953489,58.02325581395348,32,56.77325581395348,32,63.69186046511628,28,58.95348837209302,30,MEDIUM_RELATIVE,6.918604651162795,4
3486,80101604,Administración o planificación de proyectos,20,17,20,2681832.89000000000000,2681832.89000000000000,100.000000,15.399915,35.169684,49.574044,74.706188,735.800942,13.590632,True,134091.6445,44.18604651162791,68.6046511627907,72.09302325581395,19.767441860465116,86.04651162790698,57.26744186046512,33,56.22093023255813,33,64.94186046511626,25,58.139534883720934,31,MEDIUM_RELATIVE,8.720930232558132,8
2454,15101506,Gasolina o Petróleo,16,16,16,2479167.83000000000000,2479167.83000000000000,100.000000,17.417207,40.050607,60.606415,88.234253,971.946083,10.288637,True,154947.989375,43.02325581395349,65.11627906976744,70.93023255813954,22.093023255813954,81.3953488372093,55.63953488372093,34,54.47674418604652,35,62.73255813953489,29,56.51162790697674,33,MEDIUM_RELATIVE,8.25581395348837,6
3300,72121105,Servicios de construcción de centros comerciales y galerías,7,6,6,13484210.71000000000000,13484210.71000000000000,100.000000,45.341684,82.378535,98.665474,99.999997,2968.667727,3.368514,True,1926315.815714286,68.6046511627907,34.883720930232556,36.04651162790697,94.18604651162791,36.04651162790697,54.30232558139535,35,54.593023255813954,34,48.19767441860465,44,53.95348837209303,36,MEDIUM_RELATIVE,6.395348837209305,10
2610,30121803,Césped artificial,14,14,13,2408873.54000000000000,2408873.54000000000000,100.000000,19.345141,55.044463,73.866538,93.003157,1286.352455,7.773919,True,172062.39571428573,41.86046511627907,61.627906976744185,68.02325581395348,30.232558139534884,70.93023255813954,53.662790697674424,36,52.47093023255814,37,58.924418604651166,32,54.53488372093024,35,MEDIUM_RELATIVE,6.453488372093027,5
2602,30111801,Agregado natural,14,12,14,2281669.02000000000000,2281669.02000000000000,100.000000,20.185881,47.377817,65.509280,91.068814,1127.183662,8.871669,True,162976.35857142857,40.69767441860465,61.627906976744185,63.372093023255815,24.41860465116279,76.74418604651163,52.383720930232556,37,51.30813953488372,38,58.69186046511628,33,53.372093023255815,37,MEDIUM_RELATIVE,7.383720930232556,5
3314,72121505,Servicios de construcción de plantas para tratamiento de aguas residuales y aguas servidas,10,7,7,3387372.31000000000000,3387372.31000000000000,100.000000,32.025153,76.639601,92.878873,99.999997,2231.688940,4.480911,True,338737.231,54.651162790697676,52.906976744186046,45.348837209302324,54.651162790697676,51.16279069767442,51.91860465116278,38,52.470930232558146,36,51.01744186046512,36,51.74418604651163,38,MEDIUM_RELATIVE,1.4534883720930267,2
2600,30111505,Hormigón premezclado,8,7,8,3448551.49000000000000,3448551.49000000000000,100.000000,37.267821,69.404907,87.479379,99.999996,2143.632573,4.664979,True,431068.93625,55.81395348837209,40.116279069767444,45.348837209302324,61.627906976744185,53.48837209302326,51.104651162790695,39,50.668604651162795,39,50.72674418604652,37,51.279069767441854,39,MEDIUM_RELATIVE,0.6104651162790589,2
3375,72153103,Servicios de construcción de patios de recreo e instalación de equipos,6,6,6,8712618.64000000000000,8712618.64000000000000,100.000000,48.069257,84.350652,99.156394,99.999998,3164.195101,3.160361,True,1452103.1066666667,62.7906976744186,27.325581395348838,36.04651162790697,88.37209302325581,27.906976744186053,48.95348837209302,40,48.98255813953488,41,42.877906976744185,52,48.48837209302326,41,MEDIUM_RELATIVE,6.104651162790695,12
3461,78111808,Alquiler de vehículos,15,10,12,1678965.04000000000000,1678965.04000000000000,100.000000,20.619845,49.804489,69.137829,96.575265,1226.575301,8.152781,True,111931.00266666667,32.55813953488372,63.95348837209303,59.30232558139535,12.790697674418604,74.4186046511628,47.5,41,46.62790697674419,44,54.53488372093024,34,48.6046511627907,40,MEDIUM_RELATIVE,7.906976744186046,10
3548,81112001,Servicio de procesamiento de datos en línea,9,6,8,2939867.18600000000000,2939867.18600000000000,100.000000,37.656122,70.644631,94.045913,99.999994,2267.318062,4.410497,True,326651.90955555555,53.48837209302326,46.51162790697674,36.04651162790697,50.0,48.83720930232558,47.383720930232556,42,48.31395348837209,42,46.33720930232558,49,46.97674418604651,44,MEDIUM_RELATIVE,1.9767441860465098,7
3394,72154022,Servicios de instalación y mantenimiento de equipos hidráulicos,5,4,5,23311905.63000000000000,23311905.63000000000000,100.000000,47.267891,97.290630,99.999997,99.999997,3823.869498,2.615152,True,4662381.126,81.3953488372093,11.046511627906977,13.953488372093023,98.83720930232558,19.767441860465112,47.20930232558139,43,49.27325581395348,40,37.23837209302326,59,45.0,48,MEDIUM_RELATIVE,12.034883720930225,19
3016,50121538,Pescado estable sin refrigerar,7,6,7,2846330.31000000000000,2846330.31000000000000,100.000000,27.167511,72.408983,92.847806,99.999996,2016.522171,4.959033,True,406618.6157142857,50.0,34.883720930232556,36.04651162790697,59.30232558139535,55.81395348837209,46.45348837209302,44,45.639534883720934,45,46.918604651162795,47,47.20930232558139,43,MEDIUM_RELATIVE,1.5697674418604564,4
3380,72153605,Servicios de remodelación de cocinas y servicios higiénicos,8,8,8,1896621.67000000000000,1896621.67000000000000,100.000000,27.835709,61.815328,81.527913,99.999996,1731.455105,5.775489,True,237077.70875,37.2093023255814,40.116279069767444,52.325581395348834,45.348837209302324,63.95348837209303,46.04651162790698,45,43.69186046511628,48,50.26162790697674,38,47.79069767441861,42,MEDIUM_RELATIVE,6.5697674418604635,10
3368,72152707,Servicios de construcción de muros de retención,6,5,6,11089786.11000000000000,11089786.11000000000000,100.000000,67.847387,96.299192,98.883296,99.999997,5027.259479,1.989155,True,1848297.6849999998,65.11627906976744,27.325581395348838,25.58139534883721,93.02325581395348,8.139534883720927,45.2906976744186,46,46.83139534883722,43,35.26162790697674,61,43.83720930232559,52,MEDIUM_RELATIVE,11.569767441860478,18
3438,76122003,Disposición final para desechos peligrosos,7,7,5,2894925.00000000000000,2894925.00000000000000,100.000000,51.959895,81.678281,99.999998,99.999998,3348.989692,2.985975,True,413560.71428571426,52.325581395348834,34.883720930232556,45.348837209302324,60.46511627906977,26.74418604651163,44.82558139534883,47,45.174418604651166,46,41.104651162790695,55,43.95348837209302,51,MEDIUM_RELATIVE,4.069767441860471,9
3471,78181507,Reparación y mantenimiento de camión ligero automotriz,10,7,9,1799839.00000000000000,1799839.00000000000000,100.000000,33.780799,58.516343,78.407009,99.999994,1771.504319,5.644920,True,179983.9,34.883720930232556,52.906976744186046,45.348837209302324,32.55813953488372,61.627906976744185,44.24418604651163,48,43.401162790697676,49,47.99418604651163,46,45.46511627906976,45,MEDIUM_RELATIVE,4.593023255813954,4
2597,30103603,Madera para uso estructural,12,9,12,1565690.50000000000000,1565690.50000000000000,100.000000,34.652825,53.507125,66.257728,92.575155,1642.233293,6.089269,True,130474.20833333333,27.906976744186046,56.395348837209305,55.81395348837209,18.6046511627907,66.27906976744185,43.54651162790697,49,42.122093023255815,50,49.73837209302326,41,45.0,48,MEDIUM_RELATIVE,7.616279069767444,9
2412,11111611,Grava,10,8,10,1608592.70000000000000,1608592.70000000000000,100.000000,25.798948,61.668811,74.583826,99.999996,1601.715891,6.243304,True,160859.27,29.069767441860463,52.906976744186046,52.325581395348834,23.25581395348837,67.44186046511628,43.37209302325582,50,41.77325581395348,51,49.38953488372093,42,45.00000000000001,47,MEDIUM_RELATIVE,7.616279069767444,9
3295,72121008,Servicios de construcción y remodelación de almacenes,9,7,9,1674830.37000000000000,1674830.37000000000000,100.000000,19.006859,55.093482,77.441724,99.999996,1411.292692,7.085702,True,186092.26333333334,31.3953488372093,46.51162790697674,45.348837209302324,33.72093023255814,69.76744186046511,43.31395348837209,51,41.337209302325576,54,48.8953488372093,43,45.34883720930233,46,MEDIUM_RELATIVE,7.558139534883722,11
3478,80101505,Desarrollo de objetivos o políticas corporativas,9,8,9,2734157.40000000000000,2734157.40000000000000,100.000000,61.486343,87.141047,92.637584,99.999997,4201.505264,2.380099,True,303795.26666666666,46.51162790697674,46.51162790697674,52.325581395348834,47.674418604651166,16.279069767441854,43.31395348837209,51,44.47674418604651,47,39.01162790697674,56,41.86046511627907,53,MEDIUM_RELATIVE,5.465116279069768,9
2593,30102403,Varillas de hierro,13,10,9,1388196.83000000000000,1388196.83000000000000,100.000000,22.979450,57.656222,76.371651,99.999996,1513.690148,6.606372,True,106784.37153846155,24.41860465116279,58.72093023255814,59.30232558139535,11.627906976744185,68.6046511627907,42.96511627906977,53,41.366279069767444,53,50.26162790697674,38,44.53488372093024,50,LOWER_RELATIVE,8.895348837209298,15
3325,72141120,Servicios de construcción de líneas de alcantarillado,5,5,5,4710228.13000000000000,4710228.13000000000000,100.000000,36.820118,80.948349,99.999997,99.999997,2677.607441,3.734677,True,942045.6259999999,56.97674418604651,11.046511627906977,25.58139534883721,75.5813953488372,39.53488372093023,41.68604651162791,54,40.90116279069768,55,38.866279069767444,58,41.74418604651163,54,LOWER_RELATIVE,2.8779069767441854,4
3209,53102799,Uniformes,9,7,6,1815905.60000000000000,1815905.60000000000000,100.000000,31.857382,85.754401,97.192032,99.999997,2569.866233,3.891253,True,201767.2888888889,36.04651162790697,46.51162790697674,45.348837209302324,34.883720930232556,44.18604651162791,41.04651162790697,55,40.75581395348837,56,42.26744186046511,54,41.395348837209305,55,LOWER_RELATIVE,1.5116279069767415,2
3444,77111602,Servicios de descontaminación ambiental,6,6,6,2698947.83000000000000,2698947.83000000000000,100.000000,43.650343,88.579332,97.776946,99.999997,3031.818450,3.298351,True,449824.63833333337,45.348837209302324,27.325581395348838,36.04651162790697,62.7906976744186,34.883720930232556,40.93023255813953,56,40.145348837209305,57,38.924418604651166,57,41.27906976744186,56,LOWER_RELATIVE,2.354651162790695,1
3475,78181901,Reparación del sistema de frenos y rueda de ala giratoria de aeronaves,5,3,4,14247295.60000000000000,14247295.60000000000000,100.000000,95.879919,99.157733,99.999998,99.999998,9199.053340,1.087068,True,2849459.12,70.93023255813954,11.046511627906977,5.813953488372093,96.51162790697674,0.0,39.127906976744185,57,41.656976744186046,52,26.947674418604652,67,36.86046511627907,61,LOWER_RELATIVE,14.709302325581394,15
3014,50111515,Pollo mínimamente procesado sin aditivos,7,7,6,1510656.00000000000000,1510656.00000000000000,100.000000,28.341859,67.463140,90.986032,99.999996,1997.218503,5.006963,True,215808.0,25.58139534883721,34.883720930232556,45.348837209302324,41.86046511627907,58.13953488372093,38.72093023255814,58,35.75581395348837,61,43.31395348837209,51,41.16279069767442,57,LOWER_RELATIVE,7.558139534883722,10
3585,82121504,Impresión tipográfica o serigrafía,8,7,8,1366381.70000000000000,1366381.70000000000000,100.000000,28.542536,68.255779,82.819878,99.999995,1820.425466,5.493221,True,170797.7125,23.25581395348837,40.116279069767444,45.348837209302324,27.906976744186046,59.30232558139535,37.151162790697676,59,34.8546511627907,63,42.58720930232558,53,39.18604651162791,59,LOWER_RELATIVE,7.732558139534881,10
3453,78101805,Servicio de alquiler de camión pipa y tráiler,9,9,9,880216.50000000000000,880216.50000000000000,100.000000,18.070417,47.096797,68.362019,99.999995,1234.779784,8.098610,True,97801.83333333333,12.790697674418604,46.51162790697674,55.81395348837209,9.30232558139535,73.25581395348837,36.68604651162791,60,33.372093023255815,64,46.3953488372093,48,39.53488372093024,58,LOWER_RELATIVE,13.023255813953483,16
3371,72152801,Servicios de perforación de pozos de agua domésticos,5,5,5,2862490.81000000000000,2862490.81000000000000,100.000000,50.047979,90.513996,99.999998,99.999998,3656.916310,2.734544,True,572498.162,51.16279069767442,11.046511627906977,25.58139534883721,67.44186046511628,23.25581395348837,36.27906976744186,61,36.133720930232556,60,32.00581395348837,63,35.697674418604656,62,LOWER_RELATIVE,4.27325581395349,3
3596,83101508,Agua potable para ciudad,5,4,5,6143828.63000000000000,6143828.63000000000000,100.000000,77.007122,93.871621,99.999998,99.999998,6132.746722,1.630591,True,1228765.726,59.30232558139535,11.046511627906977,13.953488372093023,82.55813953488372,4.6511627906976685,35.872093023255815,62,37.29651162790698,58,26.65697674418605,68,34.30232558139535,64,LOWER_RELATIVE,10.63953488372093,10
3443,77101805,Servicios de control de calidad ambiental,42,2,42,807519.24000000000000,807519.24000000000000,100.000000,6.008431,14.181610,21.611772,37.215113,284.978861,35.090322,True,19226.64857142857,11.627906976744185,87.20930232558139,1.1627906976744187,0.0,95.34883720930233,35.46511627906977,63,36.16279069767442,59,44.30232558139535,50,39.06976744186046,60,LOWER_RELATIVE,8.837209302325583,13
3622,84131512,Seguro de equipos electrónicos,6,6,4,2012806.86000000000000,2012806.86000000000000,100.000000,52.009448,94.176127,99.999998,99.999998,3722.108127,2.686650,True,335467.81,38.372093023255815,27.325581395348838,36.04651162790697,52.325581395348834,20.930232558139537,35.17441860465115,64,34.91279069767442,62,32.29651162790698,62,35.0,63,LOWER_RELATIVE,2.877906976744171,2
2539,25101507,Camiones ligeros o vehículos de utilidad deportiva,5,5,4,2825610.00000000000000,2825610.00000000000000,100.000000,68.965639,93.346569,99.999999,99.999999,5112.038449,1.956167,True,565122.0,47.674418604651166,11.046511627906977,25.58139534883721,66.27906976744185,6.976744186046517,32.616279069767444,65,32.99418604651163,65,26.308139534883722,69,31.51162790697675,67,LOWER_RELATIVE,6.686046511627907,4
3334,72141503,Servicios de remoción de rocas,5,4,5,2017005.40000000000000,2017005.40000000000000,100.000000,35.292419,81.727098,99.999998,99.999998,2651.455107,3.771514,True,403401.07999999996,39.53488372093023,11.046511627906977,13.953488372093023,58.13953488372093,40.69767441860465,31.686046511627907,66,30.55232558139535,66,31.075581395348834,64,32.674418604651166,66,LOWER_RELATIVE,2.1220930232558146,2
2612,30131507,Bloque de concreto ligero,8,7,7,1014009.97000000000000,1014009.97000000000000,100.000000,35.798464,75.964586,90.039542,99.999996,2310.013925,4.328978,True,126751.24625,13.953488372093023,40.116279069767444,45.348837209302324,17.441860465116278,47.674418604651166,31.046511627906977,67,28.924418604651162,67,36.191860465116285,60,32.906976744186046,65,LOWER_RELATIVE,7.267441860465123,7
3281,72101507,Servicio de mantenimiento de edificios,5,5,5,1647686.51000000000000,1647686.51000000000000,100.000000,43.697632,82.217489,99.999997,99.999997,2870.437010,3.483790,True,329537.302,30.232558139534884,11.046511627906977,25.58139534883721,51.16279069767442,37.2093023255814,29.651162790697676,68,27.52906976744186,68,30.377906976744185,65,31.04651162790698,68,LOWER_RELATIVE,3.5174418604651194,3
